emp_no,first_name,last_name,to_date
104073,Vitali,Peral,1/1/99
104091,Shrikanth,Mawatari,1/1/99
104092,Abdelaziz,Vitiello,1/1/99
104093,Cristinel,Streng,1/1/99
104122,Georg,Schreiter,1/1/99
104130,Kazuhira,Rodiger,1/1/99
104135,Yaghout,Servi,1/1/99
104143,Gino,Morton,1/1/99
104144,Gilbert,Staelin,1/1/99
104145,Mang,Selvestrel,1/1/99
104153,Almudena,Chaudhury,1/1/99
104160,Kotesh,Kamber,1/1/99
104163,Yishay,Ambroszkiewicz,1/1/99
104184,Roselyn,Ventosa,1/1/99
104196,Dulce,Norsworthy,1/1/99
104203,Shigenori,Gyorkos,1/1/99
104210,Ziyad,Schaaf,1/1/99
104212,Bedrich,Driscoll,1/1/99
104222,Gretta,Wursthorn,1/1/99
104223,Mantis,Waymire,1/1/99
104233,Cordelia,Kolvik,1/1/99
104254,Tuval,Lichtner,1/1/99
104266,Kiyokazu,Antonakopoulos,1/1/99
104294,Siddarth,Flowers,1/1/99
104312,Suzette,Hettesheimer,1/1/99
104313,Makato,Thisen,1/1/99
104315,Georgi,Woycyznski,1/1/99
104316,Kristian,Demeyer,1/1/99
104328,Luerbio,Setlzner,1/1/99
104336,Shigeu,Lagarias,1/1/99
104352,Xiaoheng,Samarati,1/1/99
104361,Zhongwei,Msuda,1/1/99
104363,Mansur,Xiaoshan,1/1/99
104366,Yaghout,Erman,1/1/99
104369,Elliott,Fandrianto,1/1/99
104399,Dipankar,Schnelling,1/1/99
104402,Gonzalo,Molenaar,1/1/99
104404,Yoshinari,Usery,1/1/99
104411,Zengping,Desikan,1/1/99
104431,Xuedong,Kenevan,1/1/99
104452,Paloma,Lorin,1/1/99
104462,Tomofumi,Randt,1/1/99
104467,Anoosh,Panwar,1/1/99
104478,Shrikanth,Goodrum,1/1/99
104480,Arif,Randt,1/1/99
104503,Poornachandra,Kalefeld,1/1/99
104504,Waiman,Kilgore,1/1/99
104508,Wilmer,Thummel,1/1/99
104510,Willard,Eppinger,1/1/99
104517,Kazuhide,Demri,1/1/99
104520,Vishv,Neimat,1/1/99
104536,Shooichi,Ernst,1/1/99
104537,Sadun,Schnelling,1/1/99
104549,Chaoyi,Sabnani,1/1/99
104557,Turgut,Kushnir,1/1/99
104577,Kellyn,Ibel,1/1/99
104592,Gift,Chinin,1/1/99
104593,Arno,Maksimenko,1/1/99
104610,Fusako,Peak,1/1/99
104625,Odoardo,Vendrig,1/1/99
104626,Patricio,Zaiane,1/1/99
104637,Basant,dAstous,1/1/99
104640,Chaosheng,Conia,1/1/99
104644,Yuguang,Lieblein,1/1/99
104658,Mrinalini,Ratnakar,1/1/99
104670,Tzvetan,Cappelletti,1/1/99
104682,Toshimori,Speek,1/1/99
104696,Lansing,Aseltine,1/1/99
104710,Munenori,Trogemann,1/1/99
104711,Herb,Vural,1/1/99
104718,Lorien,Brandsma,1/1/99
104736,Shuky,Birke,1/1/99
104745,Hongzhu,Lichtner,1/1/99
104748,Xianlong,Bennet,1/1/99
104753,Along,Zongker,1/1/99
104755,Tetsurou,Zschoche,1/1/99
104760,Gian,Gulla,1/1/99
104767,Venkatesan,Hinsberger,1/1/99
104772,Yannik,VanScheik,1/1/99
104779,Sergi,Hartvigsen,1/1/99
104783,Lech,Mullainathan,1/1/99
104785,Przemyslawa,Porotnikoff,1/1/99
104801,Fatemeh,Hardjono,1/1/99
104819,Rildo,Granlund,1/1/99
104852,Theirry,Munawer,1/1/99
104866,Anestis,Gelosh,1/1/99
104870,Nectarios,Peltason,1/1/99
104875,Francesca,Schrooten,1/1/99
104877,Arif,DasSarma,1/1/99
104882,Gererd,Asrin,1/1/99
104894,Phule,Schaft,1/1/99
104897,Marl,Merks,1/1/99
104911,Sanjai,Kruskal,1/1/99
104921,Kellie,Chandrasekhar,1/1/99
104929,Radhia,Oppitz,1/1/99
104931,Kristin,Delaune,1/1/99
104939,Armond,Masamoto,1/1/99
104941,Yonghong,Schaap,1/1/99
104945,Gro,Polupanov,1/1/99
104977,Shounak,Yetim,1/1/99
104993,Takahiro,Sluis,1/1/99
105002,Jingling,Millington,1/1/99
105033,Takahira,Quadeer,1/1/99
105040,Vojin,Erbe,1/1/99
105053,Gian,Vernadat,1/1/99
105060,Manu,Rosin,1/1/99
105072,Gennadi,Atchley,1/1/99
105075,Kiyotoshi,Keohane,1/1/99
105081,Yechezkel,Gyorkos,1/1/99
105085,Mamdouh,Bach,1/1/99
105093,Lalit,Fontet,1/1/99
105095,Steen,Leppanen,1/1/99
105100,Boguslaw,Fabrizio,1/1/99
105103,Elvis,Zambonelli,1/1/99
105120,Dannz,Litzler,1/1/99
105123,Bernd,Schwaller,1/1/99
105131,Sandeepan,Sidou,1/1/99
105143,Tse,Dulli,1/1/99
105146,Martins,Katzenelson,1/1/99
105152,Mikhail,Cesareni,1/1/99
105162,Heon,Alencar,1/1/99
105167,Lillian,Comyn,1/1/99
105184,Mabo,Luck,1/1/99
105202,Susumu,Jording,1/1/99
105204,Ennio,Schaad,1/1/99
105208,Moon,Grospietsch,1/1/99
105222,Gaetan,Weiland,1/1/99
105223,Jiakeng,Manders,1/1/99
105226,Murthy,Menyhert,1/1/99
105234,Frederique,Navazio,1/1/99
105239,Bartek,Perl,1/1/99
105241,Arra,Ulupinar,1/1/99
105259,Mohamadou,Wiegley,1/1/99
105261,Domenick,Rullman,1/1/99
105264,Chrisa,Simkin,1/1/99
105278,Hisao,Gyimothy,1/1/99
105291,Nagui,Goldhammer,1/1/99
105296,Conor,Peha,1/1/99
105304,Nikolaus,Steinauer,1/1/99
105311,Mohammad,Conry,1/1/99
105313,Richara,McFarlin,1/1/99
105319,Tru,Rebaine,1/1/99
105326,Almudena,Comte,1/1/99
105328,Alain,Hoppenstand,1/1/99
105346,Pradeep,Gluchowski,1/1/99
105357,Martien,Billawala,1/1/99
105365,Iara,Backhouse,1/1/99
105388,Sarita,Lorch,1/1/99
105391,Vidya,Peac,1/1/99
105396,Sajjan,Strehl,1/1/99
105401,Babette,Anguita,1/1/99
105406,Hongzhu,Viele,1/1/99
105408,Adit,Gihr,1/1/99
105410,Foong,Morton,1/1/99
105417,Rajmohan,Matzel,1/1/99
105421,Sadun,Schrooten,1/1/99
105425,Minghong,Peir,1/1/99
105441,Abdelghani,Haldar,1/1/99
105466,Shih,Servi,1/1/99
105485,Magy,Danner,1/1/99
105489,Jasminko,Sadowski,1/1/99
105498,Shuzo,Kohling,1/1/99
105515,Mototsugu,Kandlur,1/1/99
105521,Toshiko,Hofman,1/1/99
105532,Christophe,Sluis,1/1/99
105533,Zijian,Falby,1/1/99
105541,Otmar,Gils,1/1/99
105543,TRUE,Fabrizio,1/1/99
105544,Feiyu,Mitsuhashi,1/1/99
105546,Dhritiman,Coombs,1/1/99
105560,Dmitri,Zeleznik,1/1/99
105561,Mariangiola,Baja,1/1/99
105564,Jaihie,Parhami,1/1/99
105572,Vivian,Haldar,1/1/99
105581,Rasikan,Hanabata,1/1/99
105587,Kwun,Demri,1/1/99
105593,Kankanahalli,Liesche,1/1/99
105595,Gino,Hmelo,1/1/99
105601,Shridhar,Skafidas,1/1/99
105603,Masoud,Sommer,1/1/99
105618,Kazunori,Bugaenko,1/1/99
105633,Dmitry,Androutsos,1/1/99
105634,Szabolcs,Mullainathan,1/1/99
105637,Remko,Tagansky,1/1/99
105662,Jinpo,Hoogerwoord,1/1/99
105665,Tonia,Falco,1/1/99
105670,Arumugam,Rijsenbrij,1/1/99
105674,Lalit,Kropatsch,1/1/99
105681,Pranav,Mikschl,1/1/99
105682,Kerhong,Juneja,1/1/99
105705,Ghassan,Mellouli,1/1/99
105716,Ipke,Milicia,1/1/99
105722,Maik,Riefers,1/1/99
105726,Jagoda,Randt,1/1/99
105738,Qiwen,Jenevein,1/1/99
105739,Zine,Journel,1/1/99
105766,Boutros,Callaway,1/1/99
105776,Lokesh,Chinen,1/1/99
105781,Billur,Rousseau,1/1/99
105786,Ymte,Goodrum,1/1/99
105789,Qingxiang,Fordan,1/1/99
105800,Golgen,Baig,1/1/99
105809,Remko,Frolund,1/1/99
105810,Subhankar,Shihab,1/1/99
105817,Mihalis,Junot,1/1/99
105839,Ziyad,Rosca,1/1/99
105852,Filipe,Beetstra,1/1/99
105860,Heeju,Juneja,1/1/99
105876,Eldridge,Junet,1/1/99
105878,Dhritiman,Malabarba,1/1/99
105884,Arvind,Esposito,1/1/99
105886,Stafford,Mitchem,1/1/99
105889,Constantino,Blokdijk,1/1/99
105910,Guozhong,Zaccaria,1/1/99
105915,Marsal,Pearson,1/1/99
105921,Willard,Gubsky,1/1/99
105926,Shahid,Mansanne,1/1/99
105934,Gor,Langford,1/1/99
105935,Danai,Koshiba,1/1/99
105965,Djelloul,Kolvik,1/1/99
105981,Bedir,Tyugu,1/1/99
105987,Vojin,Geffroy,1/1/99
105991,Ronnie,Raczkowsky,1/1/99
105998,Herb,Sanella,1/1/99
106003,Przemyslawa,Kemmerer,1/1/99
106007,Trygve,Ligten,1/1/99
106011,Youpyo,Takanami,1/1/99
106031,Hein,Peron,1/1/99
106040,Atreye,Terekhov,1/1/99
106042,Jiann,Calkin,1/1/99
106048,Urs,Schlumberger,1/1/99
106049,Tran,Zhang,1/1/99
106063,Florian,Baaz,1/1/99
106083,Jacopo,Panangaden,1/1/99
106091,Mark,Nittel,1/1/99
106095,Zengping,Staelin,1/1/99
106107,Hidde,Undy,1/1/99
106113,Shigenori,Gill,1/1/99
106121,Moni,Tiemann,1/1/99
106132,Yinlin,Schapiro,1/1/99
106133,Guadalupe,Heijenga,1/1/99
106161,Rafael,Baba,1/1/99
106163,Moto,Marwedel,1/1/99
106166,Sahrah,Lukaszewicz,1/1/99
106177,Zongyan,DuCasse,1/1/99
106186,Gonzalo,Sewelson,1/1/99
106187,Kazuyasu,Rassart,1/1/99
106190,Rosalyn,Kobuchi,1/1/99
106192,Alejandra,Calkin,1/1/99
106197,Geraldo,Ciolek,1/1/99
106198,Ayakannu,Uhrig,1/1/99
106206,Behnaam,Schlenzig,1/1/99
106212,Kristof,Pluym,1/1/99
106214,Valdiodio,Demir,1/1/99
106222,Shim,Uludag,1/1/99
106240,Shen,Ramras,1/1/99
106254,Gian,Lowrie,1/1/99
106255,Luigi,Furedi,1/1/99
106256,Yakichi,Michaeli,1/1/99
106278,Chanjung,Nooteboom,1/1/99
106293,Froduald,Schicker,1/1/99
106307,Gil,Lunn,1/1/99
106317,Lein,Busillo,1/1/99
106319,Jayson,Azulay,1/1/99
106320,Lein,Gils,1/1/99
106331,Fumiko,Lorch,1/1/99
106340,Giordano,Plotkin,1/1/99
106346,Perry,Cronan,1/1/99
106355,Lena,Schmiedel,1/1/99
106364,Bowen,Muhlberg,1/1/99
106383,Yechezkel,Denny,1/1/99
106411,Anyuan,Marletta,1/1/99
106417,Kwun,Clouatre,1/1/99
106425,Beshir,Rohrbach,1/1/99
106435,Collette,Christ,1/1/99
106441,Erzsebet,Narahari,1/1/99
106442,Mihalis,Yeung,1/1/99
106447,Tadanori,Herber,1/1/99
106451,Jiong,Tibblin,1/1/99
106457,Toshimitsu,Frezza,1/1/99
106462,Chanjung,Decaestecker,1/1/99
106463,Janalee,Poulakidas,1/1/99
106465,Nidapan,Guting,1/1/99
106466,Wayne,Anick,1/1/99
106482,Alselm,Selenyi,1/1/99
106487,Khalil,Ramsey,1/1/99
106504,Tremaine,Panangaden,1/1/99
106531,Shuky,Eiron,1/1/99
106536,Ramachenga,Koblick,1/1/99
106547,Quingbo,dAstous,1/1/99
106548,Nechama,Masada,1/1/99
106552,Abdulla,Schaap,1/1/99
106555,Rosalyn,Gaughan,1/1/99
106558,Otilia,Brobst,1/1/99
106560,Tsuneo,Baar,1/1/99
106567,Weiye,Chepyzhov,1/1/99
106582,Yinlin,Coney,1/1/99
106584,Petter,Heydon,1/1/99
106587,Heekeun,Ranka,1/1/99
106589,Krister,Weedman,1/1/99
106592,Dipayan,Schade,1/1/99
106606,Yuuichi,Wynblatt,1/1/99
106611,Shir,Vecchi,1/1/99
106616,Luigi,Braunschweig,1/1/99
106630,Vojin,Maliniak,1/1/99
106633,Jinxi,Kugler,1/1/99
106634,Ingmar,Rettelbach,1/1/99
106645,Mechthild,Murtagh,1/1/99
106648,Khue,Masamoto,1/1/99
106667,Stabislas,Anick,1/1/99
106670,Uli,Provine,1/1/99
106678,Vishwani,Oppitz,1/1/99
106679,Mahmut,Tasistro,1/1/99
106684,Tayeb,Unno,1/1/99
106690,Shushma,Heyers,1/1/99
106703,Gennady,Kuzuoka,1/1/99
106721,Shigehiro,Furedi,1/1/99
106736,Marla,Raczkowsky,1/1/99
106737,Shigeu,Rosay,1/1/99
106743,Alselm,Erez,1/1/99
106756,Arup,Suessmith,1/1/99
106764,Bedrich,Bernardinello,1/1/99
106773,Tokuyasu,Simmel,1/1/99
106795,Arlette,Binding,1/1/99
106797,Aran,Raoux,1/1/99
106798,Phillip,Dratva,1/1/99
106819,Takahira,Coombs,1/1/99
106836,Yurii,Ghemri,1/1/99
106838,Hatem,Luke,1/1/99
106843,Mansur,Miara,1/1/99
106845,Urs,Niizuma,1/1/99
106868,Roselyn,Tagansky,1/1/99
106869,Claudi,Mullainathan,1/1/99
106877,Temple,Hemaspaandra,1/1/99
106897,Susanna,Chaudhury,1/1/99
106914,Ayakannu,Zuberek,1/1/99
106928,Hongzhu,Merks,1/1/99
106933,Moni,Rahimi,1/1/99
106935,Kazuhiko,Farrow,1/1/99
106942,Eckart,Klassen,1/1/99
106943,Fai,Pintelas,1/1/99
106946,Oksana,Luiz,1/1/99
106953,Navid,Riesenhuber,1/1/99
106981,Maren,Vilarrasa,1/1/99
106985,Adhemar,Pfau,1/1/99
106987,Naftali,Gist,1/1/99
106994,Becky,Penttonen,1/1/99
107000,Bowen,Uchoa,1/1/99
107018,Temple,Braunmuhl,1/1/99
107019,Noritoshi,Majewski,1/1/99
107025,Geoff,Sidje,1/1/99
107032,Navid,Schlenzig,1/1/99
107053,Chinho,Macedo,1/1/99
107077,Faiza,Dichev,1/1/99
107090,Stein,Ferretti,1/1/99
107101,Moni,Crabtree,1/1/99
107103,Ranga,Schapire,1/1/99
107110,Wonhee,Lodder,1/1/99
107113,Sushant,VanScheik,1/1/99
107118,Jordanka,Skogmar,1/1/99
107119,Brewster,Ouhyoung,1/1/99
107131,Lijie,Streng,1/1/99
107134,Oscar,Rosti,1/1/99
107145,Munehiko,Zielinski,1/1/99
107160,Wayne,Christianini,1/1/99
107173,Kellie,Luga,1/1/99
107205,Kasturi,Granlund,1/1/99
107209,Leszek,Zaiane,1/1/99
107245,Horward,Docker,1/1/99
107246,Eran,Naudin,1/1/99
107254,Dmitry,Simmen,1/1/99
107258,Parviz,Zaumen,1/1/99
107262,Feiyu,Butterworth,1/1/99
107264,Josyula,Chinin,1/1/99
107276,Maja,Badache,1/1/99
107285,Valeri,Alameldin,1/1/99
107290,Reinhard,Jakobus,1/1/99
107292,Lokesh,Weiland,1/1/99
107293,Haldon,Ballarin,1/1/99
107307,Eberhardt,Boyle,1/1/99
107320,Giordano,Chepyzhov,1/1/99
107329,Shigenori,Kavvadias,1/1/99
107330,Navid,Bednarek,1/1/99
107332,Dmitry,Emmart,1/1/99
107340,JiYoung,Peroz,1/1/99
107341,Felicidad,Garnick,1/1/99
107346,Arto,Kobuchi,1/1/99
107359,Xiong,Lamma,1/1/99
107380,Matt,Demos,1/1/99
107383,Heon,Pargas,1/1/99
107386,Nimmagadda,Uhrig,1/1/99
107391,Jaideep,Steinauer,1/1/99
107392,Chinho,Panangaden,1/1/99
107406,Chanjung,Bernick,1/1/99
107409,Junichi,Oskamp,1/1/99
107413,Val,Markovitch,1/1/99
107425,Khaled,Bojadziev,1/1/99
107440,Shimshon,Dulli,1/1/99
107452,Shridhar,Bharadwaj,1/1/99
107458,Zengping,Taneja,1/1/99
107466,Goo,Champarnaud,1/1/99
107474,Taiji,Goodrum,1/1/99
107488,Moto,Swiler,1/1/99
107491,Paris,Dichev,1/1/99
107500,Karoline,Masada,1/1/99
107504,Shao,Hoppenstand,1/1/99
107506,Kenroku,Guting,1/1/99
107508,Rajmohan,Mapelli,1/1/99
107517,Haldon,Nannarelli,1/1/99
107531,Marie,Kugler,1/1/99
107540,Jaques,Soloway,1/1/99
107550,Aris,DasSarma,1/1/99
107553,Janche,Nittel,1/1/99
107554,Zvonko,Conry,1/1/99
107570,Zine,Lueh,1/1/99
107593,Freyja,Schwaller,1/1/99
107597,Vasilis,Schaft,1/1/99
107620,Gift,Katiyar,1/1/99
107623,Yagil,Kilgour,1/1/99
107625,Quingbo,Schwabacher,1/1/99
107669,Shirish,Kermarrec,1/1/99
107674,Xuejia,Saoudi,1/1/99
107682,Georgi,Leonhardt,1/1/99
107684,Uma,Chandrasekhar,1/1/99
107693,Kenton,Bharadwaj,1/1/99
107695,Babette,Cmelik,1/1/99
107712,Sumant,Birjandi,1/1/99
107718,Ibibia,Dehkordi,1/1/99
107732,Nigel,Encarnacion,1/1/99
107744,Arno,Karner,1/1/99
107746,Kish,Barbanera,1/1/99
107747,Cathie,Erman,1/1/99
107748,Serap,Picht,1/1/99
107759,Golgen,Coorg,1/1/99
107764,Moie,Mersereau,1/1/99
107780,Masasuke,Gewali,1/1/99
107782,Gadiel,Rajala,1/1/99
107797,Wayne,Strandh,1/1/99
107800,Goncalo,Stenning,1/1/99
107807,Narain,Granlund,1/1/99
107809,Mihalis,Facello,1/1/99
107810,Richara,Trogemann,1/1/99
107816,Xinyu,Validov,1/1/99
107822,Hatem,Kroll,1/1/99
107823,Nimmagadda,Bail,1/1/99
107825,Shounak,Hemaspaandra,1/1/99
107840,Krister,Hettesheimer,1/1/99
107892,Aral,Ambroszkiewicz,1/1/99
107895,Toshimitsu,Pappas,1/1/99
107901,Munir,Honiden,1/1/99
107924,Achilleas,Georgakopoulos,1/1/99
107935,Odysseas,Walstra,1/1/99
107937,Apostol,Marzano,1/1/99
107950,Kagan,Birke,1/1/99
107955,Kauko,Zhang,1/1/99
107959,Kenton,Sankaranarayanan,1/1/99
107982,Tsuneo,Underwood,1/1/99
107985,Hausi,Cools,1/1/99
107990,Christoper,Puppo,1/1/99
107996,Licheng,Nitta,1/1/99
107997,Masoud,Perfilyeva,1/1/99
108018,Subhankar,Halevi,1/1/99
108020,Marin,Norsworthy,1/1/99
108028,Przemyslawa,Hagimont,1/1/99
108048,Zhenhua,Dredge,1/1/99
108050,Hairong,Sommer,1/1/99
108053,Abdelghani,Nilsson,1/1/99
108064,Shimshon,Otillio,1/1/99
108070,Khoa,Bennis,1/1/99
108078,Horward,Demian,1/1/99
108081,Lucien,Dulli,1/1/99
108092,Uzi,Edelhoff,1/1/99
108096,Arun,Bazzichi,1/1/99
108109,Alassane,Holburn,1/1/99
108114,Leon,Kobara,1/1/99
108119,Qingxiang,Melton,1/1/99
108122,Moti,Terkki,1/1/99
108126,Izaskun,Shackell,1/1/99
108137,Panayotis,Ermel,1/1/99
108138,Berto,Middleton,1/1/99
108148,Szabolcs,Tyugu,1/1/99
108150,Shrikanth,Peternell,1/1/99
108153,Lene,Puppo,1/1/99
108176,Aksel,Piazza,1/1/99
108179,Constantijn,Crelier,1/1/99
108181,Ulises,Passino,1/1/99
108184,Kien,Merks,1/1/99
108212,Masali,Versino,1/1/99
108217,Mohan,Munoz,1/1/99
108218,Akeel,Piveteau,1/1/99
108223,Henk,Cangellaris,1/1/99
108244,Torsten,Savasere,1/1/99
108246,Lijie,Spinelli,1/1/99
108251,Adhemar,Muhling,1/1/99
108262,Yannis,Alpay,1/1/99
108279,Kellie,Chepyzhov,1/1/99
108300,Arlette,Gyimothy,1/1/99
108307,Diederik,Suermann,1/1/99
108325,Sudharsan,Puppo,1/1/99
108332,Genevieve,Swick,1/1/99
108338,Sadok,Schauser,1/1/99
108363,Aloke,Luef,1/1/99
108364,Jiafu,Chelton,1/1/99
108367,Rimon,Rouquie,1/1/99
108375,Greger,Ananiadou,1/1/99
108391,Naftali,Pocchiola,1/1/99
108410,Sanjai,Smailagic,1/1/99
108420,Baruch,Pietrzykowski,1/1/99
108433,Henk,Schaad,1/1/99
108440,Xiaoqiang,Conta,1/1/99
108453,Ipke,Chappelet,1/1/99
108461,Aral,Sury,1/1/99
108474,Stella,Schaft,1/1/99
108503,Krisda,Badr,1/1/99
108505,Arvin,Iwayama,1/1/99
108507,Marsja,Lund,1/1/99
108524,Radhia,Chinal,1/1/99
108536,Fumino,Baba,1/1/99
108541,Jordanka,Mapelli,1/1/99
108548,Sajjad,Aingworth,1/1/99
108561,Kasturi,Luft,1/1/99
108588,Shahaf,Coney,1/1/99
108597,Kazuhira,Einsfeld,1/1/99
108612,Ung,Joslin,1/1/99
108616,Fan,Feldmann,1/1/99
108624,Collette,Castellani,1/1/99
108627,Kenroku,Harbusch,1/1/99
108641,Atreye,Schueller,1/1/99
108668,Maia,Staelin,1/1/99
108669,Jeanne,Garnham,1/1/99
108676,Alassane,Angot,1/1/99
108686,Chenxi,Gadepally,1/1/99
108700,Sarita,Stanfel,1/1/99
108713,Yinghua,Heering,1/1/99
108717,Heng,Kitsuregawa,1/1/99
108729,Jiang,Vesel,1/1/99
108740,Eishiro,Szemeredi,1/1/99
108761,Nahid,Mandell,1/1/99
108763,Sadegh,Cooke,1/1/99
108765,Nidapan,Fadgyas,1/1/99
108770,Ugo,Onuegbe,1/1/99
108794,Basil,Bamford,1/1/99
108822,Sachem,Senzako,1/1/99
108823,Teiji,Litzkow,1/1/99
108825,Kaijung,Danecki,1/1/99
108828,Arup,Denti,1/1/99
108833,Eirik,Milicic,1/1/99
108839,Denis,Felcyn,1/1/99
108841,Otmar,Dayang,1/1/99
108842,Giordano,Heijenga,1/1/99
108845,Randy,Hemaspaandra,1/1/99
108850,Soenke,Honiden,1/1/99
108871,Terresa,Middleton,1/1/99
108884,Basant,Deverell,1/1/99
108911,Shaz,Ramaiah,1/1/99
108935,Heather,Wilharm,1/1/99
108940,Barna,Baumann,1/1/99
108947,Ottavia,Doering,1/1/99
108954,Kellie,Vieri,1/1/99
108963,Sanjiv,Barvinok,1/1/99
108971,Clyde,Feinberg,1/1/99
108977,Otilia,Rettelbach,1/1/99
108985,Masanao,Bressoud,1/1/99
108993,Yongmin,Mitchem,1/1/99
108994,Shahar,Bashian,1/1/99
108997,Arch,Liesche,1/1/99
109010,Shaibal,Yavatkar,1/1/99
109052,Xianlong,McFarlin,1/1/99
109080,Demin,Dratva,1/1/99
109083,Moto,Merel,1/1/99
109090,Mircea,Bale,1/1/99
109097,Maya,Jeong,1/1/99
109111,Dietrich,Veevers,1/1/99
109114,Kwangyoen,Azevdeo,1/1/99
109117,Arnould,Garnier,1/1/99
109125,Adly,Piveteau,1/1/99
109147,Tetsushi,Dengi,1/1/99
109150,Jongsuk,Dayana,1/1/99
109155,Serenella,Gill,1/1/99
109167,Uli,Harllee,1/1/99
109174,Sanjiv,Zschoche,1/1/99
109175,Hatsukazu,Kornyak,1/1/99
109180,Nevin,Rousseau,1/1/99
109181,Rildo,Lally,1/1/99
109189,Billie,Codenie,1/1/99
109193,Garnet,Scharstein,1/1/99
109204,Paris,Ratnakar,1/1/99
109205,Shrikanth,Kuzuoka,1/1/99
109231,Jianwen,Schiper,1/1/99
109261,Marla,Undy,1/1/99
109263,Jessie,Erev,1/1/99
109267,Ziyad,Bardell,1/1/99
109281,Moni,Bahk,1/1/99
109284,Mingdong,Junot,1/1/99
109285,Xudong,Nicolson,1/1/99
109289,Jaewoo,Broomell,1/1/99
109291,Cullen,Theuretzbacher,1/1/99
109294,Udi,Savasere,1/1/99
109306,Isaac,Pietrzykowski,1/1/99
109311,Jianhui,Antonisse,1/1/99
109318,Gift,Brlek,1/1/99
109323,Shuho,Gomatam,1/1/99
109334,Tsutomu,Alameldin,1/1/99
109349,Stevo,Birrer,1/1/99
109356,Carrsten,Puppo,1/1/99
109369,Jenwei,Dymetman,1/1/99
109373,Becky,Pesch,1/1/99
109379,Ramya,Rindone,1/1/99
109380,Kagan,Luan,1/1/99
109389,Kwun,Pramanik,1/1/99
109393,Bodo,Birrer,1/1/99
109400,Arumugam,Borstler,1/1/99
109425,Eric,Hettesheimer,1/1/99
109427,Tremaine,Standera,1/1/99
109436,Sanjit,Kamble,1/1/99
109448,Subhankar,Socorro,1/1/99
109451,Huei,Kropatsch,1/1/99
109465,Shaowei,Furedi,1/1/99
109470,Aram,Moffat,1/1/99
109481,Charmane,Heijenga,1/1/99
109483,Ziya,Schlumberger,1/1/99
109496,Mariusz,Esposito,1/1/99
109506,Divine,Kermarrec,1/1/99
109520,Rasikan,Lorin,1/1/99
109524,Mong,Merle,1/1/99
109528,Srinidhi,Kushnir,1/1/99
109560,Ymte,Hoogerwoord,1/1/99
109561,Radhika,Makinen,1/1/99
109565,Halsur,Kavvadias,1/1/99
109575,Jinxi,Kusalik,1/1/99
109584,Baoqiu,Sewelson,1/1/99
109610,Kotesh,Pelc,1/1/99
109623,Parviz,Aingworth,1/1/99
109642,Aron,Nanard,1/1/99
109643,Faiza,Ratzlaff,1/1/99
109672,Maia,Zhiwei,1/1/99
109675,Peer,McConalogue,1/1/99
109678,Radhia,Onuegbe,1/1/99
109681,Marsal,Ramaiah,1/1/99
109687,Khedija,Gecseg,1/1/99
109696,Poornachandra,Erdmenger,1/1/99
109699,Pintsang,Duclos,1/1/99
109729,Sorina,DiGiano,1/1/99
109730,Mats,Rubsam,1/1/99
109734,Maya,Plessier,1/1/99
109740,Jacqueline,Bahl,1/1/99
109747,Tadahiko,Rullman,1/1/99
109748,Dayanand,Suessmith,1/1/99
109775,Uli,Gill,1/1/99
109787,Shuho,Hebden,1/1/99
109790,Torsten,Ravishankar,1/1/99
109793,Zhanqiu,Oppitz,1/1/99
109795,Francoise,Fujisaki,1/1/99
109799,Bouchung,Stanger,1/1/99
109809,Kazuhide,Cherinka,1/1/99
109811,Eric,Wendorf,1/1/99
109824,Aleksander,Luit,1/1/99
109827,Eckart,Strooper,1/1/99
109837,Qiwen,Kusakari,1/1/99
109851,Heping,Spell,1/1/99
109852,Adel,Kusakabe,1/1/99
109867,Conor,Merle,1/1/99
109878,Goetz,Goldhammer,1/1/99
109885,Mooi,Sessa,1/1/99
109898,Armond,Cardazo,1/1/99
109902,Kersti,Terlouw,1/1/99
109915,Abdelghani,Cannane,1/1/99
109938,Kinh,Isard,1/1/99
109949,Gian,Chinal,1/1/99
109951,Nahla,Pell,1/1/99
109966,Khatoun,Valette,1/1/99
109970,Irene,Masaki,1/1/99
109990,Rosalie,Parfitt,1/1/99
109991,Jinxi,Reistad,1/1/99
109996,Dines,Gelosh,1/1/99
109997,Miquel,Borovoy,1/1/99
109998,Mizuhito,Heping,1/1/99
110183,Shirish,Ossenbruggen,1/1/99
110386,Shem,Kieras,1/1/99
111133,Hauke,Zhang,1/1/99
111534,Hilary,Kambil,1/1/99
111692,Tonny,Butterworth,1/1/99
200008,Zeydy,Hutter,1/1/99
200030,LiMin,Schonegge,1/1/99
200047,Charlene,Miculan,1/1/99
200048,Ronghao,Remmele,1/1/99
200050,Kensyu,Thorelli,1/1/99
200054,Rildo,Cronan,1/1/99
200069,Chuanyi,Maraist,1/1/99
200070,Yurii,Sury,1/1/99
200071,Karsten,Boyle,1/1/99
200074,Muzhong,Birjandi,1/1/99
200079,Candida,Riefers,1/1/99
200089,Sampalli,Kuhnemann,1/1/99
200108,Abdelwaheb,Chvatal,1/1/99
200116,Eben,Nivat,1/1/99
200148,Sajjan,Schapire,1/1/99
200166,Huan,Feldmann,1/1/99
200171,Hilari,Gyorkos,1/1/99
200185,Fay,Standera,1/1/99
200196,Xuejia,Akazan,1/1/99
200202,Maria,Radwan,1/1/99
200212,Erez,Suomi,1/1/99
